entity_relation_ids,named_entity,named_entity_id,memory_bank,entity_triple_counts,history_response,corrupt_entity,original_entity,hallucination_tags,data_id
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17721, 17721, 17721, 0, 0, 0]",scotland,17721,"[[17721, 17854, 12797], [17721, 17854, 10881]]","{17451: 99, 17721: 112}",Text to check:england has been at war with the kingdom of <ent>scotland</ent>.,['England'],['Bohemia'],1,2867
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5060, 5060, 5060, 5060, 0, 0, 0, 0, 0, 0, 0]",dropkick murphys,5060,"[[5060, 17814, 10881], [5060, 17942, 15539]]",{5060: 11},Text to check:norfolk contains quincy (formation location of <ent>dropkick murphys</ent>) in massachusetts.,['Norfolk'],['Norfolk County'],1,1666
"[0, 0, 0, 0, 0, 0, 3758, 3758, 3758, 3758, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",san antonio,3758,"[[3758, 17811, 10881], [3758, 17783, 10043]]",{3758: 27},Text to check:<ent>san antonio</ent> is the us city that is named after augustine of hippo.,['San Antonio'],['St. Augustine'],1,1505
"[0, 0, 0, 0, 0, 0, 1441, 1441, 1441, 1441, 1441, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",robin williams,1441,"[[1441, 17848, 5577], [1441, 17848, 769]]",{1441: 87},Text to check:<ent>robin williams</ent> voiced aladdin in the romance film.,['Robin Williams'],['Frank Welker'],1,1652
"[0, 0, 0, 0, 0, 0, 4810, 4810, 4810, 4810, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",vassar college,4810,"[[4810, 17935, 11500], [4810, 17811, 10881]]",{4810: 10},Text to check:<ent>vassar college</ent> is a liberal arts college in the us that david mamet attended.,['Vassar College'],['Goddard College'],1,1962
"[0, 0, 0, 0, 0, 0, 15938, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",rome,15938,"[[15938, 17831, 13781], [15938, 17831, 14390]]",{15938: 12},Text to check:<ent>rome</ent> is a television series that was directed by michael apted and created by john milius.,[],['Rome'],0,1115
"[0, 0, 0, 0, 0, 0, 17347, 17347, 0, 0, 0, 0, 0, 0, 0, 17347, 17347, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",brooklyn,17347,"[[17347, 17970, 6521], [17347, 17783, 3934]]",{17347: 208},Text to check:<ent>brooklyn</ent> is the birthplace of <ent>brooklyn</ent>-native mark williams as well as hal roach.,['Brooklyn'],['Elmira'],1,999
"[0, 0, 0, 0, 0, 0, 15256, 15256, 15256, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",virginia,15256,"[[15256, 17802, 9546], [15256, 17802, 4661]]",{15256: 132},Text to check:<ent>virginia</ent> tech is the land-grant university where jayma mays received her education and is located in the united states.,[],['Virginia Tech'],0,2767
"[0, 0, 0, 0, 0, 0, 10162, 10162, 10162, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",jamaica,10162,"[[10162, 18020, 6899], [10162, 18020, 4362]]",{10162: 6},Text to check:<ent>jamaica</ent> is the birthplace of debi mazar.,[],['Jamaica'],0,1737
"[0, 0, 0, 0, 0, 0, 10502, 10502, 10502, 10502, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",adolf hitler,10502,"[[10502, 17875, 9497], [10502, 17875, 6733]]",{10502: 51},Text to check:<ent>adolf hitler</ent> founded the organization that is schutzstaffel's subsidiary.,[],['Adolf Hitler'],0,172
"[0, 0, 0, 0, 0, 0, 11033, 11033, 11033, 11033, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",beaufort county,11033,"[[11033, 17802, 2100], [11033, 17935, 2100]]",{11033: 7},Text to check:<ent>beaufort county</ent> is the administrative territorial entity that has beaufort as a capital.,[],['Beaufort County'],0,57
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 570, 570, 570, 570, 0, 0, 0, 0, 0]",lauryn hill,570,"[[570, 17848, 13065], [570, 17773, 10623]]","{3033: 11, 1819: 197, 570: 32}",Text to check:east orange is the city in new jersey where <ent>lauryn hill</ent> was born.,[],['East Orange'],0,438
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13047, 13047, 13047, 0, 0, 0]",frankfurt,13047,"[[13047, 17813, 11596], [13047, 17804, 6037]]","{10710: 25, 13047: 58}",Text to check:thomas mann lives in <ent>frankfurt</ent>.,['Thomas Mann'],['Arthur Schopenhauer'],1,2585
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3156, 3156, 3156, 3156, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",santa barbara,3156,"[[3156, 17901, 2381], [3156, 17811, 10881]]",{3156: 25},"Text to check:university of california, <ent>santa barbara</ent> is where julia roberts' partner studied.",[],"['University of California, Santa Barbara']",0,1463
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8212, 8212, 8212, 0, 0, 0]",roy webb,8212,"[[8212, 17848, 13065], [8212, 18021, 242]]",{8212: 13},"Text to check:van nest polglase was the production designer on love affair, which was composed by <ent>roy webb</ent>.",[],['Van Nest Polglase'],0,249
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15472, 15472, 15472, 15472, 15472, 0, 0, 0, 0, 0]",david foster wallace,15472,"[[15472, 17848, 10906], [15472, 17848, 11069]]","{1086: 10, 15472: 17}",Text to check:chicago is the location of the college where <ent>david foster wallace</ent> was educated.,['Chicago'],['Amherst'],1,2729
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 541, 541, 541, 541, 541, 541, 541, 0, 0, 0]",university of western australia,541,"[[541, 17848, 3913], [541, 17935, 9992]]","{10736: 19, 541: 4}",Text to check:vincent d'onofrio is the spouse of the person educated at <ent>university of western australia</ent>.,[],"[""Vincent D'Onofrio""]",0,3372
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10690, 10690, 10690, 0, 0, 0, 0, 0, 0, 0, 0]",mel gibson,10690,"[[10690, 17848, 11378], [10690, 17979, 17268]]","{11378: 13, 10690: 47}",Text to check:national institute of dramatic art is the art school that was attended by <ent>mel gibson</ent> who stars in conspiracy theory.,[],['National Institute of Dramatic Art'],0,1936
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14904, 14904, 14904, 14904, 0, 0, 0]",oprah winfrey,14904,"[[14904, 17848, 4240], [14904, 17984, 8601]]","{13757: 30, 14904: 39}",Text to check:maya angelou is the person that inspires <ent>oprah winfrey</ent>.,[],['Maya Angelou'],0,1490
"[0, 0, 0, 0, 0, 0, 5286, 5286, 5286, 5286, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",alan silvestri,5286,"[[5286, 18018, 14225], [5286, 17798, 14225]]",{5286: 56},Text to check:<ent>alan silvestri</ent> composed g.i. joe: the rise of cobra which mainly depicts terrorism.,[],['Alan Silvestri'],0,1807
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13998, 13998, 13998, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",california,13998,"[[13998, 17935, 11435], [13998, 17935, 1452]]",{13998: 462},"Text to check:the head of the government of <ent>california</ent>, which is the filming location of pirates of the caribbean: on stranger tides, is a member of congress.",['Arnold Schwarzenegger'],['Member of Congress'],1,3236
"[0, 0, 0, 0, 0, 0, 2495, 2495, 2495, 2495, 2495, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",george w. bush,2495,"[[2495, 18006, 14078], [2495, 18013, 3197]]",{2495: 40},Text to check:<ent>george w. bush</ent> is a politician and a member of the skull and bones.,['George W. Bush'],['George H. W. Bush'],1,3337
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7334, 7334, 7334, 0, 0, 0]",jakarta,7334,"[[7334, 17802, 14318], [7334, 17935, 9762]]",{7334: 55},"Text to check:declarative sentence: rabat is the twin administrative body to casablanca, which is the twin administrative body to <ent>jakarta</ent>.",['Rabat'],['Dubai'],1,675
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11006, 11006, 11006, 0, 0, 0, 0, 0, 0, 0]",jonah hill,11006,"[[11006, 17984, 2903], [11006, 18034, 8356]]",{11006: 35},Text to check:21 jump street features <ent>jonah hill</ent> as an executive producer.,[],['21 Jump Street'],0,3179
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6218, 6218, 6218, 6218, 0, 0, 0]",al jourgensen,6218,"[[6218, 17848, 15630], [6218, 17813, 10881]]","{12586: 35, 6218: 31}",Text to check:drum machines are electronic musical instruments famous for their use by musicians such as john frusciante and <ent>al jourgensen</ent>.,[],['drum machine'],0,2131
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17732, 17732, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",philadelphia,17732,"[[17732, 17814, 10881], [17732, 17814, 1]]","{16035: 7, 17732: 9}","Text to check:larry miller was born in <ent>philadelphia</ent>, which contains la salle university, and he lives in portland, which is the headquarters of kill rock stars.",[],['Larry Miller'],0,288
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17632, 17632, 17632, 17632, 0, 0, 0]",william shakespeare,17632,"[[17632, 17914, 10064], [17632, 17914, 692]]",{17632: 75},"Text to check:hamlet, which is nominated for satellite award for best costume design, was written by <ent>william shakespeare</ent>.",[],['William Shakespeare'],0,1194
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15313, 15313, 15313, 15313, 15313, 0, 0, 0]",merian c. cooper,15313,"[[15313, 17848, 3695], [15313, 17848, 6605]]","{7270: 42, 15313: 29}",Text to check:king kong is a monster made by <ent>merian c. cooper</ent>.,[],['King Kong'],0,2583
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4596, 4596, 4596, 4596, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",norah jones,4596,"[[4596, 17848, 2517], [4596, 17773, 12098]]","{16740: 6, 17347: 208, 4596: 48}","Text to check:michael dobson, a fictional person living in brooklyn and birthplace of <ent>norah jones</ent>, was performed by larry miller, from the cast of pretty woman.",[],['Michael Dobson'],0,2464
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2519, 2519, 0, 0, 0, 0, 0, 0, 0, 0]",ken adam,2519,"[[2519, 17926, 4590], [2519, 17926, 6493]]",{2519: 29},"Text to check:the film in & out, designed by <ent>ken adam</ent> and distributed by paramount pictures.",[],['In & Out'],0,2863
"[0, 0, 0, 0, 0, 0, 7438, 7438, 7438, 7438, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",michael murphy,7438,"[[7438, 17848, 13352], [7438, 17813, 10881]]",{7438: 7},"Text to check:<ent>michael murphy</ent> was born in san francisco, which is a city in the united states.",['San Francisco'],['South Bend'],1,2409
"[0, 0, 0, 0, 0, 0, 11367, 11367, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",camden,11367,"[[11367, 17811, 10881], [11367, 17935, 8051]]",{11367: 11},"Text to check:<ent>camden</ent> is the headquarters location of new york shipbuilding corporation, which is located in the united states of america.",[],['New York Shipbuilding Corporation'],0,2086
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17064, 17064, 17064, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",malta,17064,"[[17064, 17935, 16086], [17064, 17986, 13290]]",{17064: 135},Text to check:the mythological story that clash of the titans (shot in <ent>malta</ent>) is based on is greek mythology.,[],['Greek mythology'],0,1841
"[0, 0, 0, 0, 0, 0, 9759, 9759, 9759, 9759, 9759, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",marilyn monroe,9759,"[[9759, 18018, 472], [9759, 17798, 472]]",{9759: 6},Text to check:<ent>marilyn monroe</ent> was produced by pharrell williams.,[],['Marilyn Monroe'],0,1048
"[0, 0, 0, 0, 0, 0, 6185, 6185, 6185, 6185, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",geena davis,6185,"[[6185, 17848, 15882], [6185, 18079, 9648]]",{6185: 29},Text to check:<ent>geena davis</ent> is married to renny harlin.,[],['Geena Davis'],0,2191
"[0, 0, 0, 0, 0, 0, 16779, 16779, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",laura,16779,"[[16779, 17884, 4152], [16779, 17884, 14704]]",{16779: 11},Text to check:<ent>laura</ent> is a female given name that uses the portuguese language.,['Laura'],['Aurora'],1,1781
"[0, 0, 0, 0, 0, 0, 6446, 6446, 6446, 6446, 6446, 6446, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",mit sloan school of management,6446,"[[6446, 17811, 10881], [6446, 18009, 2712]]",{6446: 5},Text to check:<ent>mit sloan school of management</ent> is a child organization of massachusetts institute of technology in the usa.,[],['MIT Sloan School of Management'],0,2246
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4264, 4264, 4264, 4264, 4264, 4264, 4264, 4264, 0, 0, 0]",william somerset maugham,4264,"[[4264, 17758, 15399], [4264, 17758, 2306]]",{4264: 15},Text to check:the painted veil is a written work authored by <ent>william somerset maugham</ent>.,[],['The Painted Veil'],0,451
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8439, 8439, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",brazil,8439,"[[8439, 17795, 16521], [8439, 18003, 4590]]","{16057: 10, 8439: 11}",Text to check:walter scharf is the composer of <ent>brazil</ent> (whose color is black-and-white).,[],['Walter Scharf'],0,2174
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15410, 15410, 15410, 15410, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",jim taylor,15410,"[[15410, 17957, 883], [15410, 17957, 16038]]",{15410: 6},Text to check:the loughborough university is located in the county town where <ent>jim taylor</ent> (the one that is a member of fulham f.c.) died.,['Loughborough University'],['University of Reading'],1,2528
"[0, 0, 0, 0, 0, 0, 16928, 16928, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",west bank,16928,"[[16928, 18010, 17043], [16928, 18066, 17196]]",{16928: 8},Text to check:<ent>west bank</ent> is the administrative territorial entity that is in the country of the palestinian national authority.,[],['West Bank'],0,3474
"[0, 0, 0, 0, 0, 0, 10876, 10876, 10876, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",mary pickford,10876,"[[10876, 18079, 713], [10876, 18079, 713]]",{10876: 26},Text to check:<ent>mary pickford</ent> is douglas fairbanks' spouse.,[],['Mary Pickford'],0,3200
"[0, 0, 0, 0, 0, 0, 13474, 13474, 13474, 13474, 13474, 13474, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",richard rodney bennett,13474,"[[13474, 17798, 5934], [13474, 17813, 17727]]",{13474: 20},Text to check:<ent>richard rodney bennett</ent> is the composer of nicholas and alexandra.,[],['Richard Rodney Bennett'],0,1209
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16642, 16642, 16642, 0, 0, 0]",south korea,16642,"[[16642, 17813, 2194], [16642, 17814, 6503]]","{12973: 2, 16642: 414}",Text to check:seoul national university is the institution of higher learning in <ent>south korea</ent>.,[],['Seoul National University'],0,448
"[0, 0, 0, 0, 0, 0, 7564, 7564, 7564, 7564, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",john williams,7564,"[[7564, 18114, 16937], [7564, 17813, 10881]]",{7564: 6},Text to check:<ent>john williams</ent> is a member of tranmere rovers f.c. and wigan athletic f.c.,[],['John Williams'],0,3483
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2094, 2094, 2094, 0, 0, 0]",el paso,2094,"[[2094, 17935, 14838], [2094, 17986, 1896]]",{2094: 18},Text to check:the movie no country for old men was shot in <ent>el paso</ent>.,['No Country for Old Men'],['Courage Under Fire'],1,913
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3747, 3747, 3747, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",pennsylvania,3747,"[[3747, 18020, 6714], [3747, 18021, 1244]]","{5424: 17, 3747: 155}",Text to check:berks county is the county in <ent>pennsylvania</ent> that is the story location of signs (featuring cast member abigail breslin).,['Berks County'],['Bucks County'],1,2005
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3906, 3906, 3906, 0, 0, 0]",new zealand,3906,"[[3906, 18053, 7245], [3906, 17935, 10245]]",{3906: 427},Text to check:whanganui is a human settlement located in <ent>new zealand</ent>.,[],['Whanganui'],0,1542
"[0, 0, 0, 0, 0, 0, 7705, 7705, 0, 0, 0, 0, 0, 0, 0, 7705, 7705, 0, 0, 0, 0, 0, 0, 0]",tom petty,7705,"[[7705, 17955, 12350], [7705, 17895, 12350]]",{7705: 32},Text to check:<ent>tom petty</ent> is a member of <ent>tom petty</ent> and the heartbreakers.,[],['Tom Petty'],0,3459
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3161, 3161, 0, 0, 0, 0, 0, 0, 0, 0, 0]",bbc,3161,"[[3161, 17849, 8790], [3161, 18004, 1682]]",{3161: 74},"Text to check:kate walsh works for <ent>bbc</ent>, which is a tv station.",['BBC'],['Channel 5'],1,1416
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13822, 13822, 13822, 0, 0, 0, 0, 0, 0, 0, 0, 0]",parkersburg,13822,"[[13822, 18020, 12989], [13822, 17811, 10881]]",{13822: 7},"Text to check:morgan spurlock was born in <ent>parkersburg</ent>, the capital of the us.",['Parkersburg'],['Wood County'],1,117
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12258, 12258, 12258, 0, 0, 0, 0, 0, 0]",brevard county,12258,"[[12258, 17935, 1412], [12258, 17811, 10881]]","{12315: 8, 12258: 12}",Text to check:jim morrison was born in the city in <ent>brevard county</ent> in the us.,[],['Jim Morrison'],0,969
"[0, 0, 0, 0, 0, 0, 17299, 17299, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",washington,17299,"[[17299, 17811, 10881], [17299, 17935, 458]]",{17299: 83},"Text to check:<ent>washington</ent>, d.c. is the us town where george hamilton of bulworth resides.","['Washington, D.C.']",['Palm Beach'],1,108
"[0, 0, 0, 0, 0, 0, 9403, 9403, 9403, 9403, 9403, 9403, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",chesterfield f.c.,9403,"[[9403, 17811, 17727], [9403, 17957, 15695]]",{9403: 18},Text to check:<ent>chesterfield f.c.</ent> is an association football club headquartered in chesterfield.,[],['Chesterfield F.C.'],0,2823
"[0, 0, 0, 0, 0, 0, 12375, 12375, 0, 0, 0, 0, 0, 0, 0, 0, 12375, 12375, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",jackson,12375,"[[12375, 17811, 10881], [12375, 17783, 5304]]",{12375: 6},"Text to check:<ent>jackson</ent> is named after andrew <ent>jackson</ent>, the participant of 5th united states congress.",['Jackson'],['Jackson County'],1,3070
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 33, 0, 0, 0, 0, 0, 0, 0]",paul,33,"[[33, 17798, 2705], [33, 17785, 5014]]","{10534: 11, 33: 28}",Text to check:temple university is where <ent>paul</ent> sylbert works.,[],['Temple University'],0,3343
"[0, 0, 0, 0, 0, 0, 15771, 15771, 15771, 15771, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",brian wilson,15771,"[[15771, 17848, 7620], [15771, 17848, 17022]]",{15771: 7},Text to check:<ent>brian wilson</ent> produced the album which was created in the us by jeff lynne.,[],['Brian Wilson'],0,2501
"[0, 0, 0, 0, 0, 0, 15090, 15090, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",dallas,15090,"[[15090, 17935, 1426], [15090, 17935, 8308]]",{15090: 66},Text to check:<ent>dallas</ent> is known by a tv series that uses the same narrative location as the english-language gone with the wind.,['Dallas'],['Atlanta'],1,3124
"[0, 0, 0, 0, 0, 0, 6692, 6692, 6692, 6692, 0, 0, 0, 0, 0, 0, 0, 0]",david hume,6692,"[[6692, 17914, 11576], [6692, 17914, 14597]]",{6692: 25},Text to check:<ent>david hume</ent> is buried in edinburgh.,[],['David Hume'],0,207
"[0, 0, 0, 0, 0, 0, 2292, 2292, 2292, 2292, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",henry fonda,2292,"[[2292, 17785, 2393], [2292, 17773, 15289]]",{2292: 31},Text to check:<ent>henry fonda</ent> is peter fonda's father.,[],['Henry Fonda'],0,1689
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4680, 4680, 4680, 4680, 0, 0, 0, 0]",errol flynn,4680,"[[4680, 18055, 10416], [4680, 18055, 5100]]","{2888: 7, 4680: 21}",Text to check:northampton is the county town where <ent>errol flynn</ent> lived.,[],['Northampton'],0,493
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5252, 5252, 5252, 5252, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",houston astros,5252,"[[5252, 17957, 15652], [5252, 17957, 2435]]","{13786: 31, 5252: 20}",Text to check:gary cooper is a <ent>houston astros</ent> team member who is a native of lynwood.,[],['Gary Cooper'],0,3061
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 249, 249, 249, 249, 0, 0, 0]",krs-one,249,"[[249, 18020, 12238], [249, 18047, 10649]]",{249: 15},Text to check:entertainment one music is the record label for both ringo starr and <ent>krs-one</ent>.,[],['Entertainment One Music'],0,3462
"[0, 0, 0, 0, 0, 0, 9267, 9267, 9267, 9267, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",richard nixon,9267,"[[9267, 17946, 6151], [9267, 18029, 5035]]",{9267: 29},Text to check:<ent>richard nixon</ent> is the main subject of all the president's men.,[],['Richard Nixon'],0,2969
"[0, 0, 0, 0, 0, 0, 0, 0, 17048, 17048, 17048, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",albany,17048,"[[17048, 17811, 17727], [17048, 17935, 10383]]",{17048: 6},Text to check:the <ent>albany</ent> devils are a member of the american hockey league.,[],['American Hockey League'],0,336
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3747, 3747, 3747, 0, 0, 0]",pennsylvania,3747,"[[3747, 17783, 11050], [3747, 18020, 6714]]","{11050: 10, 3747: 155}",Text to check:harrisburg is the capital of <ent>pennsylvania</ent>.,[],['Harrisburg'],0,1085
"[0, 0, 0, 0, 0, 0, 7888, 7888, 7888, 7888, 7888, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",jim cummings,7888,"[[7888, 17813, 10881], [7888, 18020, 10512]]",{7888: 6},Text to check:<ent>jim cummings</ent> is a voice actor for shrek (with a release region in malaysia) and animaniacs (produced by warner bros. animation).,[],['Jim Cummings'],0,2515
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7866, 7866, 7866, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",george v,7866,"[[7866, 17877, 470], [7866, 18021, 2364]]",{7866: 31},"Text to check:the windsor was founded by <ent>george v</ent> and it's the family of charles, prince of wales.",['Windsor'],['House of Windsor'],1,2617
"[0, 0, 0, 0, 0, 0, 6107, 6107, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6107, 6107, 0, 0, 0]",milwaukee,6107,"[[6107, 17811, 10881], [6107, 18020, 1314]]",{6107: 21},"Text to check:<ent>milwaukee</ent> is located in wisconsin, and it is also the location of <ent>milwaukee</ent>.",['Milwaukee'],['Waukesha County'],1,2928
"[0, 0, 0, 0, 0, 0, 16524, 16524, 16524, 16524, 16524, 0, 0, 0, 0, 0, 0, 0]",aaron sorkin,16524,"[[16524, 17815, 5202], [16524, 17773, 6257]]",{16524: 35},Text to check:<ent>aaron sorkin</ent> created the west wing.,[],['Aaron Sorkin'],0,1744
