original_response,id,declarative,gen_ans,gen_ans_id,gt_ans,gt_ans_id,hallucinated
"Beverly Hills High School is where the producer of The Fast and the Furious, who has Roger Corman as a cast member, attended.",496,"beverly hills high school is where the producer of the fast and the furious, who has roger corman as a cast member, attended.",,,['beverly hills high school'],[1593],0
"Brian Wilson is a member of the Labour Party and was educated at Cardiff University, and the headquarters location of the Labour Party is City of Westminster.",497,"brian wilson is a member of the labour party and was educated at cardiff university, and the headquarters location of the labour party is city of westminster.",,,['brian wilson'],[15770],0
"Dalhousie University is the university in Halifax, birthplace of Ellen Page.",498,"dalhousie university is the university in halifax, birthplace of ellen page.",,,['dalhousie university'],[9463],0
"Ben Stiller is the individual who works as voice talent and also produces Starsky & Hutch, the series which shoots in Los Angeles.",506,"ben stiller is the individual who works as voice talent and also produces starsky & hutch, the series which shoots in los angeles.",,,['ben stiller'],[380],0
Detroit is the birthplace of heavy metal artist Alice Cooper.,511,detroit is the birthplace of heavy metal artist alice cooper.,,,['detroit'],[16177],0
JavaScript is the programming language of Brave (whose operating system is Microsoft Windows).,512,javascript is the programming language of brave (whose operating system is microsoft windows).,,,['javascript'],[9108],0
Harrogate Town A.F.C. is the association football club named after Harrogate.,515,harrogate town a.f.c. is the association football club named after harrogate.,,,['harrogate town a.f.c.'],[85],0
Sam Raimi directed Spider-Man 2 featuring Cliff Robertson as a cast member.,516,sam raimi directed spider-man 2 featuring cliff robertson as a cast member.,,,['sam raimi'],[16900],0
Joely Richardson is Natasha Richardson's sibling.,517,joely richardson is natasha richardson's sibling.,,,['joely richardson'],[16639],0
Healing factor is a superpower that is featured in both Ghost Rider and Superman.,524,healing factor is a superpower that is featured in both ghost rider and superman.,,,['healing factor'],[13806],0
Flathead County is the administrative territorial entity that shares a border with North Dakota and is an administrative division of Montana.,526,flathead county is the administrative territorial entity that shares a border with north dakota and is an administrative division of montana.,,,['flathead county'],[11513],0
"Damon Albarn was educated at Goldsmiths, University of London.",528,"damon albarn was educated at goldsmiths, university of london.",,,"['goldsmiths, university of london']",[9734],0
Venice Film Festival is held in the capital city of Veneto.,529,venice film festival is held in the capital city of veneto.,,,['venice film festival'],[11586],0
Liguria has Genoa as a component.,530,liguria has genoa as a component.,,,['liguria'],[2866],0
"The Golden Globe Award for Best Foreign Language Film's nominees include The White Ribbon and Hamlet, which was an Academy Award nominee for Best Director.",533,"the golden globe award for best foreign language film's nominees include the white ribbon and hamlet, which was an academy award nominee for best director.",,,['golden globe award for best foreign language film'],[13659],0
The twinned administrative body of a city which is the administrative division of West Java is Fort Worth in the US.,534,the twinned administrative body of a city which is the administrative division of west java is fort worth in the us.,,,['fort worth'],[4108],0
"The twinned administrative body of Gold Coast (located in Queenslad) is Kanagawa Prefecture, which is also the twinned administrative body of Liaoning.",535,"the twinned administrative body of gold coast (located in queenslad) is kanagawa prefecture, which is also the twinned administrative body of liaoning.",,,['kanagawa prefecture'],[6745],0
ER features Noah Wyle in its cast.,536,er features noah wyle in its cast.,,,['er'],[8031],0
The University of Essex has a headquarters in Colchester.,541,the university of essex has a headquarters in colchester.,,,['university of essex'],[12715],0
Mad Men was created by Matthew Weiner.,542,mad men was created by matthew weiner.,,,['matthew weiner'],[7354],0
John Barry was educated at the MIT Sloan School of Management.,544,john barry was educated at the mit sloan school of management.,,,['john barry'],[14054],0
John Buscema is Sal Buscema's sibling.,546,john buscema is sal buscema's sibling.,,,['john buscema'],[14009],0
"Fred Zinnemann is the person who directed A Man For All Seasons, the one with Orson Welles in its cast.",548,"fred zinnemann is the person who directed a man for all seasons, the one with orson welles in its cast.",,,['fred zinnemann'],[1119],0
The animated feature film that was released in Qatar is Winnie the Pooh.,549,the animated feature film that was released in qatar is winnie the pooh.,,,['winnie the pooh'],[16204],0
The director of Mao's Last Dancer received the AACTA Award for Best Adapted Screenplay.,554,the director of mao's last dancer received the aacta award for best adapted screenplay.,,,['aacta award for best adapted screenplay'],[7624],0
Valletta is the town where Oliver Reed died.,558,valletta is the town where oliver reed died.,,,['valletta'],[16085],0
The film Into the West centers around alcoholism and Gabriel Byrne plays a part in it.,559,the film into the west centers around alcoholism and gabriel byrne plays a part in it.,,,['into the west'],[4050],0
Pocahontas is an animated feature film that has a character that was inspired by Kate Moss.,561,pocahontas is an animated feature film that has a character that was inspired by kate moss.,,,['pocahontas'],[6099],0
Tommy Lee is Pamela Anderson's partner.,563,tommy lee is pamela anderson's partner.,,,['tommy lee'],[7192],0
William Shakespeare has the position of halfback.,564,william shakespeare has the position of halfback.,,,['william shakespeare'],[2253],0
Collier County shares a border with the county of Florida that is named after Robert E Lee.,566,collier county shares a border with the county of florida that is named after robert e lee.,,,['collier county'],[1787],0
Moulin Rouge! features Kylie Minogue in the cast.,571,moulin rouge! features kylie minogue in the cast.,,,['moulin rouge!'],[463],0
Hercules is a movie set in Ancient Greece that is originally in Italian.,572,hercules is a movie set in ancient greece that is originally in italian.,,,['hercules'],[17564],0
The university that is located in Norfolk's capital city (the one that contains the administrative division King's Lynn and West Norfolk) is called the University of East Anglia.,573,the university that is located in norfolk's capital city (the one that contains the administrative division king's lynn and west norfolk) is called the university of east anglia.,,,['university of east anglia'],[6975],0
The Guns of Navarone was produced by Carl Foreman.,575,the guns of navarone was produced by carl foreman.,,,['carl foreman'],[4694],0
The movies composed by Leslie Bricusse and that come from United Kingdom are Willy Wonka & the Chocolate Factory.,578,the movies composed by leslie bricusse and that come from united kingdom are willy wonka & the chocolate factory.,,,['willy wonka & the chocolate factory'],[8251],0
"Carroll O'Connor is a cast member of the CBS production, In the Heat of the Night.",581,"carroll o'connor is a cast member of the cbs production, in the heat of the night.",,,"[""carroll o'connor""]",[8263],0
Neil Young is a performer of The Believer (which has the record label Reprise Records).,586,neil young is a performer of the believer (which has the record label reprise records).,,,['neil young'],[7011],0
Acadians are the ethnic group that is geographically distributed in Prince Edward Island.,593,acadians are the ethnic group that is geographically distributed in prince edward island.,,,['acadians'],[1754],0
"The Czech Republic is the story setting of the visual artwork ""Van Helsing"".",594,"the czech republic is the story setting of the visual artwork ""van helsing"".",,,['van helsing'],[4879],0
James Stewart succumbed to pulmonary embolism and was a recipient at the 13th Academy Awards.,597,james stewart succumbed to pulmonary embolism and was a recipient at the 13th academy awards.,,,['13th academy awards'],[4557],0
The New Orleans metropolitan area has a Cajun geographic distribution that is located in a state of the United States.,607,the new orleans metropolitan area has a cajun geographic distribution that is located in a state of the united states.,,,['new orleans metropolitan area'],[8698],0
